Circuit: * \\psf\Home\Documents\Lettuce Buddy HW\HealthyEC\LTSpice\miniEC_WienBridgeWithFG_V2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 1.84609e-006 to 1.84622e-006
Heightened Def Con from 1.84622e-006 to 1.84735e-006
Heightened Def Con from 1.84739e-006 to 1.84739e-006
Heightened Def Con from 1.84739e-006 to 1.84739e-006
Heightened Def Con from 1.84739e-006 to 1.84751e-006
Heightened Def Con from 1.84751e-006 to 1.84751e-006
Heightened Def Con from 1.84751e-006 to 1.84764e-006
Heightened Def Con from 1.84764e-006 to 1.84776e-006
Heightened Def Con from 1.84776e-006 to 1.84776e-006
Heightened Def Con from 1.84776e-006 to 1.84789e-006
Heightened Def Con from 1.84789e-006 to 1.84789e-006
Heightened Def Con from 1.84789e-006 to 1.84789e-006
Heightened Def Con from 1.84789e-006 to 1.84801e-006
Heightened Def Con from 1.84801e-006 to 1.84801e-006
Heightened Def Con from 1.84801e-006 to 1.84802e-006
Heightened Def Con from 1.84802e-006 to 1.84814e-006
Heightened Def Con from 1.84814e-006 to 1.84827e-006
Heightened Def Con from 1.84827e-006 to 1.84827e-006
Heightened Def Con from 1.84827e-006 to 1.85027e-006
Heightened Def Con from 1.8503e-006 to 1.85142e-006
Heightened Def Con from 1.85146e-006 to 1.85159e-006
Heightened Def Con from 1.85159e-006 to 1.85171e-006
Heightened Def Con from 1.85171e-006 to 1.85171e-006
Heightened Def Con from 1.85171e-006 to 1.85184e-006
Heightened Def Con from 1.85184e-006 to 1.85196e-006
Heightened Def Con from 1.85197e-006 to 1.85197e-006
Heightened Def Con from 1.85197e-006 +to 1.85297e-006
Heightened Def Con from 1.85297e-006 to 1.85309e-006
Heightened Def Con from 1.85309e-006 to 1.85322e-006
Heightened Def Con from 1.85322e-006 to 1.85322e-006
Heightened Def Con from 1.85322e-006 to 1.85334e-006
Heightened Def Con from 1.85334e-006 to 1.85347e-006
Heightened Def Con from 1.85347e-006 to 1.85447e-006
Heightened Def Con from 1.85447e-006 to 1.85459e-006
Heightened Def Con from 1.85459e-006 to 1.85472e-006
Heightened Def Con from 1.85472e-006 to 1.85485e-006
Heightened Def Con from 1.85485e-006 to 1.85485e-006
Heightened Def Con from 1.85485e-006 to 1.85497e-006
Heightened Def Con from 1.85497e-006 ++to 1.85497e-006
Heightened Def Con from 1.85497e-006 to 1.85497e-006
Heightened Def Con from 1.85497e-006 to 1.8551e-006
Heightened Def Con from 1.8551e-006 to 1.8551e-006
Heightened Def Con from 1.8551e-006 to 1.85522e-006
Heightened Def Con from 1.85522e-006 to 1.85522e-006
Heightened Def Con from 1.85522e-006 to 1.85535e-006
Heightened Def Con from 1.85535e-006 to 1.85548e-006
Heightened Def Con from 1.85548e-006 to 1.85548e-006
Heightened Def Con from 1.85548e-006 to 1.8556e-006
Heightened Def Con from 1.8556e-006 to 1.8556e-006
Heightened Def Con from 1.8556e-006 to 1.8556e-006
Heightened Def Con from 1.8556e-006 to 1.85573e-006
Heightened Def Con from 1.85573e-006 to 1.85585e-006
Heightened Def Con from 1.85585e-006 to 1.85598e-006
Heightened Def Con from 1.85598e-006 to 1.85598e-006
Heightened Def Con from 1.85598e-006 to 1.85611e-006
Heightened Def Con from 1.85611e-006 to 1.85623e-006
Heightened Def Con from 1.85623e-006 to 1.85623e-006
Heightened Def Con from 1.85623e-006 to 1.85823e-006
Heightened Def Con from 1.85827e-006 to 1.85827e-006
Heightened Def Con from 1.85827e-006 to 1.8584e-006
Heightened Def Con from 1.8584e-006 to 1.85841e-006
Heightened Def Con from 1.85841e-006 to 1.86041e-006
Heightened Def Con from 1.86264e-006 to 1.86277e-006
Heightened Def Con from 1.86277e-006 to 1.86289e-006
Heightened Def Con from 1.86289e-006 to 1.86302e-006
Heightened Def Con from 1.86302e-006 to 1.86414e-006
Heightened Def Con from 1.86418e-006 to 1.86431e-006
Heightened Def Con from 1.86431e-006 to 1.86431e-006
Heightened Def Con from 1.86431e-006 ++to 1.86431e-006
Heightened Def Con from 1.86431e-006 to 1.86443e-006
Heightened Def Con from 1.86443e-006 to 1.86543e-006
Heightened Def Con from 1.86543e-006 to 1.86556e-006
Heightened Def Con from 1.86556e-006 to 1.86556e-006
Heightened Def Con from 1.86556e-006 to 1.86568e-006
Heightened Def Con from 1.86568e-006 to 1.86568e-006
Heightened Def Con from 1.86568e-006 to 1.86681e-006
Heightened Def Con from 1.86756e-006 to 1.86756e-006
Heightened Def Con from 1.86756e-006 to 1.86756e-006
Heightened Def Con from 1.86756e-006 to 1.86856e-006
Heightened Def Con from 1.86856e-006 to 1.86869e-006
Heightened Def Con from 1.86869e-006 to 1.86869e-006
Heightened Def Con from 1.86869e-006 to 1.86881e-006
Heightened Def Con from 1.86881e-006 to 1.86894e-006
Heightened Def Con from 1.86894e-006 to 1.86894e-006
Heightened Def Con from 1.86894e-006 to 1.86894e-006
Heightened Def Con from 1.86894e-006 to 1.86906e-006
Heightened Def Con from 1.86906e-006 to 1.86919e-006
Heightened Def Con from 1.86919e-006 to 1.86919e-006
Heightened Def Con from 1.86919e-006 to 1.86931e-006
Heightened Def Con from 1.86932e-006 to 1.86932e-006
Heightened Def Con from 1.86932e-006 to 1.86944e-006
Heightened Def Con from 1.86944e-006 to 1.86957e-006
Heightened Def Con from 1.86957e-006 to 1.86969e-006
Heightened Def Con from 1.86969e-006 to 1.86982e-006
Heightened Def Con from 1.86982e-006 to 1.87182e-006
Heightened Def Con from 1.87185e-006 to 1.87297e-006
Heightened Def Con from 1.87301e-006 to 1.87314e-006
Heightened Def Con from 1.87314e-006 to 1.87327e-006
Heightened Def Con from 1.87327e-006 to 1.87327e-006
Heightened Def Con from 1.87327e-006 to 1.87327e-006
Heightened Def Con from 1.87327e-006 to 1.87527e-006
Heightened Def Con from 1.87531e-006 to 1.87531e-006
Heightened Def Con from 1.87531e-006 to 1.87543e-006
Heightened Def Con from 1.87543e-006 to 1.87556e-006
Heightened Def Con from 1.87556e-006 to 1.87556e-006
Heightened Def Con from 1.87556e-006 to 1.87568e-006
Heightened Def Con from 1.87568e-006 to 1.87568e-006
Heightened Def Con from 1.87568e-006 to 1.87768e-006
Heightened Def Con from 1.87772e-006 to 1.87772e-006
Heightened Def Con from 1.87772e-006 to 1.87772e-006
Heightened Def Con from 1.87772e-006 to 1.87772e-006
Heightened Def Con from 1.87772e-006 to 1.87885e-006
Heightened Def Con from 1.8796e-006 to 1.87972e-006
Heightened Def Con from 1.87972e-006 to 1.87985e-006
Heightened Def Con from 1.87985e-006 to 1.87997e-006
Heightened Def Con from 1.87997e-006 to 1.8801e-006
Heightened Def Con from 1.8801e-006 to 1.8801e-006
Heightened Def Con from 1.8801e-006 to 1.8801e-006
Heightened Def Con from 1.8801e-006 to 1.8801e-006
Heightened Def Con from 1.8801e-006 to 1.88023e-006
Heightened Def Con from 1.88023e-006 to 1.88035e-006
Heightened Def Con from 1.88035e-006 to 1.88035e-006
Heightened Def Con from 1.88035e-006 to 1.88035e-006
Heightened Def Con from 1.88035e-006 to 1.88048e-006
Heightened Def Con from 1.88048e-006 to 1.88048e-006
Heightened Def Con from 1.88048e-006 to 1.88048e-006
Heightened Def Con from 1.88048e-006 to 1.8806e-006
Heightened Def Con from 1.8806e-006 to 1.8816e-006
Heightened Def Con from 1.8816e-006 to 1.88173e-006
Heightened Def Con from 1.88173e-006 ++to 1.88173e-006
Heightened Def Con from 1.88173e-006 to 1.88186e-006
Heightened Def Con from 1.88186e-006 to 1.88286e-006
Heightened Def Con from 1.88286e-006 to 1.88398e-006
Heightened Def Con from 1.88402e-006 to 1.88415e-006
Heightened Def Con from 1.88415e-006 to 1.88415e-006
Heightened Def Con from 1.88415e-006 to 1.88427e-006
Heightened Def Con from 1.88427e-006 to 1.8844e-006
Heightened Def Con from 1.8844e-006 to 1.8844e-006
Heightened Def Con from 1.8844e-006 to 1.88465e-006
Heightened Def Con from 1.88546e-006 to 1.88546e-006
Heightened Def Con from 1.88546e-006 to 1.88546e-006
Heightened Def Con from 1.88546e-006 to 1.88546e-006
Heightened Def Con from 1.88546e-006 to 1.88559e-006
Heightened Def Con from 1.88559e-006 to 1.88571e-006
Heightened Def Con from 1.88571e-006 to 1.88571e-006
Heightened Def Con from 1.88571e-006 to 1.88571e-006
Heightened Def Con from 1.88571e-006 to 1.88584e-006
Heightened Def Con from 1.88584e-006 to 1.88597e-006
Heightened Def Con from 1.88597e-006 +to 1.88697e-006
Heightened Def Con from 1.88697e-006 to 1.88709e-006
Heightened Def Con from 1.88709e-006 to 1.88722e-006
Heightened Def Con from 1.88722e-006 to 1.88734e-006
Heightened Def Con from 1.88734e-006 to 1.88747e-006
Heightened Def Con from 1.88747e-006 ++to 1.88747e-006
Heightened Def Con from 1.88747e-006 to 1.88759e-006
Heightened Def Con from 1.88759e-006 to 1.88772e-006
Heightened Def Con from 1.88772e-006 to 1.88785e-006
Heightened Def Con from 1.88785e-006 to 1.88785e-006
Heightened Def Con from 1.88785e-006 to 1.88797e-006
Heightened Def Con from 1.88797e-006 to 1.8881e-006
Heightened Def Con from 1.8881e-006 to 1.88822e-006
Heightened Def Con from 1.88822e-006 to 1.88822e-006
Heightened Def Con from 1.88822e-006 to 1.88935e-006
Heightened Def Con from 1.8901e-006 to 1.89022e-006
Heightened Def Con from 1.89022e-006 to 1.89022e-006
Heightened Def Con from 1.89022e-006 to 1.89024e-006
Heightened Def Con from 1.89024e-006 to 1.89037e-006
Heightened Def Con from 1.89037e-006 to 1.89037e-006
Heightened Def Con from 1.89037e-006 to 1.89137e-006
Heightened Def Con from 1.89137e-006 to 1.89137e-006
Heightened Def Con from 1.89137e-006 to 1.89149e-006
Heightened Def Con from 1.89149e-006 to 1.89149e-006
Heightened Def Con from 1.89149e-006 to 1.89162e-006
Heightened Def Con from 1.89162e-006 to 1.89162e-006
Heightened Def Con from 1.89162e-006 to 1.89175e-006
Heightened Def Con from 1.89175e-006 to 1.89187e-006
Heightened Def Con from 1.89187e-006 to 1.892e-006
Heightened Def Con from 1.892e-006 to 1.892e-006
Heightened Def Con from 1.892e-006 to 1.89212e-006
Heightened Def Con from 1.89212e-006 to 1.89225e-006
Heightened Def Con from 1.89225e-006 to 1.89325e-006
Heightened Def Con from 1.89325e-006 to 1.89325e-006
Heightened Def Con from 1.89325e-006 to 1.89338e-006
Heightened Def Con from 1.89338e-006 to 1.8935e-006
Heightened Def Con from 1.8935e-006 to 1.89363e-006
Heightened Def Con from 1.89363e-006 to 1.89363e-006
Heightened Def Con from 1.89363e-006 to 1.89363e-006
Heightened Def Con from 1.89363e-006 to 1.89375e-006
Heightened Def Con from 1.89375e-006 to 1.89388e-006
Heightened Def Con from 1.89388e-006 to 1.894e-006
Heightened Def Con from 1.894e-006 to 1.894e-006
Heightened Def Con from 1.894e-006 to 1.89413e-006
Heightened Def Con from 1.89413e-006 to 1.89425e-006
Heightened Def Con from 1.89425e-006 to 1.89625e-006
Heightened Def Con from 1.89825e-006 to 1.89838e-006
Heightened Def Con from 1.89838e-006 to 1.89838e-006
Heightened Def Con from 1.89838e-006 to 1.89851e-006
Heightened Def Con from 1.89851e-006 to 1.89851e-006
Heightened Def Con from 1.89851e-006 to 1.90051e-006
Heightened Def Con from 2.82619e-006 to 2.82644e-006
Heightened Def Con from 2.83764e-006 to 2.83764e-006
Heightened Def Con from 2.83764e-006 to 2.83864e-006
Heightened Def Con from 2.83864e-006 to 2.83864e-006
Heightened Def Con from 2.83864e-006 to 2.83864e-006
Heightened Def Con from 2.83864e-006 +to 2.83864e-006
Heightened Def Con from 2.83864e-006 ++to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84064e-006
Heightened Def Con from 2.84064e-006 +to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84064e-006
Heightened Def Con from 2.84064e-006 to 2.84066e-006
Heightened Def Con from 2.84066e-006 to 2.84066e-006
Heightened Def Con from 2.84066e-006 to 2.84166e-006
Heightened Def Con from 2.84166e-006 to 2.84191e-006
Heightened Def Con from 2.84191e-006 to 2.84191e-006
Heightened Def Con from 2.84191e-006 to 2.84191e-006
Heightened Def Con from 2.84191e-006 to 2.84191e-006
Heightened Def Con from 2.84191e-006 to 2.84191e-006
Heightened Def Con from 2.84191e-006 +to 2.84193e-006
Heightened Def Con from 2.84193e-006 +to 2.84193e-006
Heightened Def Con from 2.84193e-006 to 2.84193e-006
Heightened Def Con from 2.84194e-006 to 2.84195e-006
Heightened Def Con from 2.84195e-006 +to 2.84195e-006
Heightened Def Con from 2.84195e-006 +to 2.84295e-006
Heightened Def Con from 2.84295e-006 to 2.84308e-006
Heightened Def Con from 2.84308e-006 to 2.84309e-006
Heightened Def Con from 2.8431e-006 to 2.84411e-006
Heightened Def Con from 2.84411e-006 to 2.84411e-006
Heightened Def Con from 2.84411e-006 to 2.84411e-006
Heightened Def Con from 2.84411e-006 +to 2.84424e-006
Heightened Def Con from 2.84427e-006 to 2.84441e-006
Heightened Def Con from 2.84441e-006 to 2.84441e-006
Heightened Def Con from 2.84441e-006 to 2.84441e-006
Heightened Def Con from 2.84441e-006 to 2.84441e-006
Heightened Def Con from 2.84441e-006 to 2.84441e-006
Heightened Def Con from 2.84441e-006 ++to 2.84442e-006
Heightened Def Con from 2.84442e-006 to 2.84442e-006
Heightened Def Con from 2.84442e-006 +to 2.84442e-006
Heightened Def Con from 2.84442e-006 to 2.84542e-006
Heightened Def Con from 2.84542e-006 to 2.84543e-006
Heightened Def Con from 2.84543e-006 to 2.84643e-006
Heightened Def Con from 2.84643e-006 to 2.84645e-006
Heightened Def Con from 2.84645e-006 to 2.84645e-006
Heightened Def Con from 2.84645e-006 to 2.84645e-006
Heightened Def Con from 2.84645e-006 to 2.8467e-006
Heightened Def Con from 2.84701e-006 +to 2.84801e-006
Heightened Def Con from 2.84801e-006 to 2.84801e-006
Heightened Def Con from 2.84801e-006 to 2.84903e-006
Heightened Def Con from 2.84903e-006 +to 2.84905e-006
Heightened Def Con from 2.84905e-006 to 2.8493e-006
Heightened Def Con from 2.8493e-006 to 2.8493e-006
Heightened Def Con from 2.8493e-006 to 2.8493e-006
Heightened Def Con from 2.8493e-006 to 2.8493e-006
Heightened Def Con from 2.8493e-006 +to 2.84932e-006
Heightened Def Con from 2.84932e-006 to 2.84932e-006
Heightened Def Con from 2.84932e-006 +to 2.84932e-006
Heightened Def Con from 2.84932e-006 to 2.84932e-006
Heightened Def Con from 2.84932e-006 to 2.84957e-006
Heightened Def Con from 2.84957e-006 to 2.84957e-006
Heightened Def Con from 2.84957e-006 ++to 2.84959e-006
Heightened Def Con from 2.84959e-006 to 2.84971e-006
Heightened Def Con from 2.84971e-006 +to 2.84971e-006
Heightened Def Con from 2.84971e-006 +to 2.84971e-006
Heightened Def Con from 2.84971e-006 +to 2.84971e-006
Heightened Def Con from 2.84971e-006 +to 2.85071e-006
Heightened Def Con from 2.85071e-006 +to 2.85071e-006
Heightened Def Con from 2.85071e-006 to 2.85071e-006
Heightened Def Con from 2.85071e-006 to 2.85073e-006
Heightened Def Con from 2.85073e-006 to 2.85173e-006
Heightened Def Con from 2.85173e-006 +to 2.85175e-006
Heightened Def Con from 2.85175e-006 +to 2.85175e-006
Heightened Def Con from 2.85175e-006 +to 2.85175e-006
Heightened Def Con from 2.85175e-006 to 2.85175e-006
Heightened Def Con from 2.85175e-006 to 2.85275e-006
Heightened Def Con from 2.85276e-006 ++to 2.85276e-006
Heightened Def Con from 2.85276e-006 +to 2.85288e-006
Heightened Def Con from 2.85291e-006 to 2.85291e-006
Heightened Def Con from 2.85291e-006 +to 2.85291e-006
Heightened Def Con from 2.85291e-006 to 2.85293e-006
Heightened Def Con from 2.85293e-006 to 2.85393e-006
Heightened Def Con from 2.85393e-006 to 2.85395e-006
Heightened Def Con from 2.85395e-006 to 2.85395e-006
Heightened Def Con from 2.85395e-006 ++to 2.85407e-006
Heightened Def Con from 2.85408e-006 to 2.85608e-006
Heightened Def Con from 2.85903e-006 to 2.86015e-006
Heightened Def Con from 2.86109e-006 to 2.86309e-006
Heightened Def Con from 2.8666e-006 to 2.8686e-006
Heightened Def Con from 2.87271e-006 to 2.87384e-006
Heightened Def Con from 2.88284e-006 to 2.88484e-006
Heightened Def Con from 2.88734e-006 to 2.88934e-006

Date: Wed Sep 03 08:52:56 2014
Total elapsed time: 1.389 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 159194
traniter = 159175
tranpoints = 22883
accept = 10026
rejected = 13768
matrix size = 33
fillins = 58
solver = Normal
Matrix Compiler1: 5.21 KB object code size  1.4/0.7/[0.5]
Matrix Compiler2: off  [0.5]/0.6/0.7


