Circuit: * \\psf\Home\Documents\Lettuce Buddy HW\HealthyEC\LTSpice\miniec_WienBridge_Parallel.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 2.76392e-006 to 2.76505e-006
Heightened Def Con from 2.76512e-006 to 2.76512e-006
Heightened Def Con from 2.76512e-006 to 2.76516e-006
Heightened Def Con from 2.76566e-006 to 2.76566e-006
Heightened Def Con from 2.76566e-006 to 2.76766e-006
Heightened Def Con from 2.89993e-006 to 2.90018e-006
Heightened Def Con from 2.90862e-006 to 2.90876e-006
Heightened Def Con from 2.90876e-006 to 2.90978e-006
Heightened Def Con from 2.90978e-006 to 2.90981e-006
Heightened Def Con from 2.90985e-006 to 2.91098e-006
Heightened Def Con from 2.91319e-006 to 2.91332e-006
Heightened Def Con from 2.91332e-006 to 2.91445e-006
Heightened Def Con from 2.91477e-006 to 2.9149e-006
Heightened Def Con from 2.9149e-006 to 2.91515e-006
Heightened Def Con from 2.91516e-006 to 2.91616e-006
Heightened Def Con from 2.91616e-006 to 2.91641e-006
Heightened Def Con from 2.91643e-006 to 2.91743e-006
Heightened Def Con from 2.91743e-006 to 2.91856e-006
Heightened Def Con from 2.91882e-006 to 2.91896e-006
Heightened Def Con from 2.91897e-006 to 2.92097e-006
Heightened Def Con from 3.04706e-006 to 3.04906e-006
Heightened Def Con from 3.05217e-006 to 3.05242e-006
Heightened Def Con from 3.05242e-006 +to 3.05342e-006
Heightened Def Con from 3.05367e-006 to 3.05367e-006
Heightened Def Con from 3.05367e-006 to 3.05368e-006
Heightened Def Con from 3.05368e-006 to 3.05368e-006
Heightened Def Con from 3.05368e-006 to 3.05382e-006
Heightened Def Con from 3.05382e-006 +to 3.05382e-006
Heightened Def Con from 3.05382e-006 to 3.05384e-006
Heightened Def Con from 3.05384e-006 to 3.05384e-006
Heightened Def Con from 3.05384e-006 ++++to 3.05384e-006
Heightened Def Con from 3.05384e-006 to 3.05384e-006
Heightened Def Con from 3.05384e-006 to 3.05385e-006
Heightened Def Con from 3.05385e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 +to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 +++to 3.05486e-006
Heightened Def Con from 3.05486e-006 ++to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 ++to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05486e-006
Heightened Def Con from 3.05486e-006 to 3.05487e-006
Heightened Def Con from 3.05487e-006 +to 3.05489e-006
Heightened Def Con from 3.05489e-006 to 3.05489e-006
Heightened Def Con from 3.05489e-006 to 3.05489e-006
Heightened Def Con from 3.05489e-006 to 3.05489e-006
Heightened Def Con from 3.05489e-006 +to 3.05489e-006
Heightened Def Con from 3.05489e-006 ++to 3.05589e-006
Heightened Def Con from 3.05589e-006 +to 3.05689e-006
Heightened Def Con from 3.05689e-006 +to 3.05689e-006
Heightened Def Con from 3.05689e-006 ++to 3.05702e-006
Heightened Def Con from 3.05705e-006 to 3.05705e-006
Heightened Def Con from 3.05705e-006 to 3.05705e-006
Heightened Def Con from 3.05705e-006 to 3.05705e-006
Heightened Def Con from 3.05705e-006 ++to 3.05805e-006
Heightened Def Con from 3.05805e-006 +to 3.05805e-006
Heightened Def Con from 3.05805e-006 to 3.05807e-006
Heightened Def Con from 3.05807e-006 ++++to 3.05807e-006
Heightened Def Con from 3.05807e-006 to 3.05807e-006
Heightened Def Con from 3.05807e-006 to 3.05809e-006
Heightened Def Con from 3.05809e-006 to 3.05821e-006
Heightened Def Con from 3.05821e-006 to 3.05821e-006
Heightened Def Con from 3.05821e-006 to 3.05822e-006
Heightened Def Con from 3.05822e-006 +to 3.05822e-006
Heightened Def Con from 3.05822e-006 +++to 3.05822e-006
Heightened Def Con from 3.05822e-006 to 3.05822e-006
Heightened Def Con from 3.05822e-006 to 3.05822e-006
Heightened Def Con from 3.05822e-006 to 3.05822e-006
Heightened Def Con from 3.05822e-006 +to 3.05824e-006
Heightened Def Con from 3.05824e-006 to 3.05825e-006
Heightened Def Con from 3.05825e-006 +to 3.05825e-006
Heightened Def Con from 3.05825e-006 +to 3.05838e-006
Heightened Def Con from 3.05838e-006 ++to 3.05838e-006
Heightened Def Con from 3.05838e-006 to 3.05938e-006
Heightened Def Con from 3.05938e-006 +to 3.0604e-006
Heightened Def Con from 3.0604e-006 ++to 3.0614e-006
Heightened Def Con from 3.0614e-006 to 3.0614e-006
Heightened Def Con from 3.0614e-006 +to 3.06143e-006
Heightened Def Con from 3.06143e-006 to 3.06143e-006
Heightened Def Con from 3.06143e-006 to 3.06143e-006
Heightened Def Con from 3.06143e-006 to 3.06145e-006
Heightened Def Con from 3.06145e-006 to 3.06145e-006
Heightened Def Con from 3.06145e-006 to 3.06145e-006
Heightened Def Con from 3.06145e-006 to 3.06147e-006
Heightened Def Con from 3.06147e-006 to 3.06147e-006
Heightened Def Con from 3.06147e-006 +to 3.06148e-006
Heightened Def Con from 3.06148e-006 to 3.06162e-006
Heightened Def Con from 3.06162e-006 +to 3.06162e-006
Heightened Def Con from 3.06162e-006 to 3.06163e-006
Heightened Def Con from 3.06163e-006 +to 3.06263e-006
Heightened Def Con from 3.06263e-006 to 3.06288e-006
Heightened Def Con from 3.06288e-006 +to 3.06302e-006
Heightened Def Con from 3.06302e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 +to 3.06315e-006
Heightened Def Con from 3.06315e-006 ++to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 +to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06315e-006
Heightened Def Con from 3.06315e-006 to 3.06316e-006
Heightened Def Con from 3.06316e-006 to 3.06328e-006
Heightened Def Con from 3.06328e-006 to 3.0633e-006
Heightened Def Con from 3.0633e-006 to 3.06342e-006
Heightened Def Con from 3.06342e-006 to 3.06342e-006
Heightened Def Con from 3.06342e-006 +to 3.06344e-006
Heightened Def Con from 3.06344e-006 to 3.06344e-006
Heightened Def Con from 3.06344e-006 +to 3.06345e-006
Heightened Def Con from 3.06345e-006 to 3.06347e-006
Heightened Def Con from 3.06347e-006 +to 3.06448e-006
Heightened Def Con from 3.06448e-006 to 3.06448e-006
Heightened Def Con from 3.06448e-006 +to 3.06448e-006
Heightened Def Con from 3.06448e-006 to 3.06449e-006
Heightened Def Con from 3.06449e-006 to 3.06462e-006
Heightened Def Con from 3.06462e-006 +++to 3.06462e-006
Heightened Def Con from 3.06462e-006 to 3.06462e-006
Heightened Def Con from 3.06462e-006 to 3.06474e-006
Heightened Def Con from 3.06474e-006 to 3.06477e-006
Heightened Def Con from 3.06477e-006 to 3.06477e-006
Heightened Def Con from 3.06477e-006 to 3.06677e-006
Heightened Def Con from 3.06678e-006 to 3.06678e-006
Heightened Def Con from 3.06678e-006 +to 3.0669e-006
Heightened Def Con from 3.0669e-006 to 3.06692e-006
Heightened Def Con from 3.06692e-006 to 3.06692e-006
Heightened Def Con from 3.06692e-006 to 3.06693e-006
Heightened Def Con from 3.06693e-006 to 3.06793e-006
Heightened Def Con from 3.06793e-006 to 3.06793e-006
Heightened Def Con from 3.06793e-006 to 3.06793e-006
Heightened Def Con from 3.06793e-006 +to 3.06993e-006
Heightened Def Con from 3.07333e-006 to 3.07533e-006
Heightened Def Con from 3.08607e-006 to 3.08607e-006
Heightened Def Con from 3.08607e-006 to 3.08632e-006
Heightened Def Con from 3.09008e-006 to 3.09011e-006
Heightened Def Con from 3.09176e-006 to 3.09189e-006
Heightened Def Con from 3.0919e-006 to 3.0939e-006
Heightened Def Con from 3.10854e-006 to 3.11054e-006
Heightened Def Con from 3.12377e-006 ++to 3.12577e-006
Heightened Def Con from 3.12577e-006 to 3.12578e-006
Heightened Def Con from 3.12578e-006 to 3.12578e-006
Heightened Def Con from 3.12578e-006 to 3.12578e-006
Heightened Def Con from 3.12578e-006 +to 3.12578e-006
Heightened Def Con from 3.12578e-006 +to 3.12578e-006
Heightened Def Con from 3.12578e-006 to 3.1269e-006
Heightened Def Con from 3.12716e-006 +to 3.12816e-006
Heightened Def Con from 3.12819e-006 to 3.12819e-006
Heightened Def Con from 3.12819e-006 +to 3.12832e-006
Heightened Def Con from 3.12835e-006 to 3.12947e-006
Heightened Def Con from 3.12947e-006 to 3.12947e-006
Heightened Def Con from 3.12947e-006 to 3.13047e-006
Heightened Def Con from 3.13047e-006 to 3.13047e-006
Heightened Def Con from 3.13047e-006 to 3.13049e-006
Heightened Def Con from 3.13049e-006 to 3.13249e-006
Heightened Def Con from 3.13455e-006 to 3.13655e-006
Heightened Def Con from 3.13749e-006 to 3.13749e-006
Heightened Def Con from 3.13749e-006 +to 3.13751e-006
Heightened Def Con from 3.13752e-006 to 3.13754e-006
Heightened Def Con from 3.13754e-006 to 3.13954e-006
Heightened Def Con from 3.14031e-006 to 3.14131e-006
Heightened Def Con from 3.14133e-006 to 3.14245e-006
Heightened Def Con from 3.14496e-006 to 3.14508e-006
Heightened Def Con from 3.14509e-006 to 3.14709e-006
Heightened Def Con from 3.18409e-006 to 3.18409e-006
Heightened Def Con from 3.18409e-006 to 3.18411e-006
Heightened Def Con from 3.18411e-006 to 3.18411e-006
Heightened Def Con from 3.18411e-006 to 3.18424e-006
Heightened Def Con from 3.18424e-006 to 3.18427e-006
Heightened Def Con from 3.18427e-006 +to 3.18429e-006
Heightened Def Con from 3.18429e-006 to 3.18541e-006
Heightened Def Con from 3.18541e-006 to 3.18641e-006
Heightened Def Con from 3.18641e-006 to 3.18741e-006
Heightened Def Con from 3.18741e-006 to 3.18843e-006
Heightened Def Con from 3.18854e-006 to 3.18954e-006
Heightened Def Con from 3.18954e-006 to 3.19154e-006
Heightened Def Con from 3.72708e-006 to 3.7281e-006
Heightened Def Con from 3.7301e-006 to 3.73012e-006
Heightened Def Con from 3.73012e-006 to 3.73212e-006
Heightened Def Con from 3.7692e-006 to 3.76934e-006
Heightened Def Con from 3.77038e-006 to 3.77038e-006
Heightened Def Con from 3.77038e-006 to 3.77052e-006
Heightened Def Con from 3.77063e-006 to 3.77075e-006
Heightened Def Con from 3.77089e-006 +to 3.77101e-006
Heightened Def Con from 3.77134e-006 to 3.77134e-006
Heightened Def Con from 3.77135e-006 to 3.77236e-006
Heightened Def Con from 3.77236e-006 to 3.77336e-006
Heightened Def Con from 3.77336e-006 to 3.7735e-006
Heightened Def Con from 3.77356e-006 to 3.77356e-006
Heightened Def Con from 3.77356e-006 to 3.77356e-006
Heightened Def Con from 3.77356e-006 to 3.77356e-006
Heightened Def Con from 3.77356e-006 to 3.77358e-006
Heightened Def Con from 3.77358e-006 to 3.77358e-006
Heightened Def Con from 3.77358e-006 to 3.77372e-006
Heightened Def Con from 3.77384e-006 to 3.77409e-006
Heightened Def Con from 3.77409e-006 +to 3.77422e-006
Heightened Def Con from 3.77457e-006 to 3.7747e-006
Heightened Def Con from 3.77476e-006 to 3.77676e-006
Heightened Def Con from 3.77877e-006 to 3.77902e-006
Heightened Def Con from 3.78024e-006 to 3.78038e-006
Heightened Def Con from 3.78041e-006 to 3.78043e-006
Heightened Def Con from 3.78043e-006 to 3.78057e-006
Heightened Def Con from 3.78074e-006 to 3.78186e-006
Heightened Def Con from 3.78218e-006 to 3.78219e-006
Heightened Def Con from 3.78219e-006 to 3.78244e-006
Heightened Def Con from 3.78248e-006 to 3.78248e-006
Heightened Def Con from 3.78248e-006 to 3.78248e-006
Heightened Def Con from 3.78248e-006 to 3.78262e-006
Heightened Def Con from 3.78262e-006 to 3.78362e-006
Heightened Def Con from 3.78362e-006 to 3.78474e-006
Heightened Def Con from 3.78551e-006 to 3.78551e-006
Heightened Def Con from 3.78551e-006 to 3.78576e-006
Heightened Def Con from 3.7861e-006 to 3.78635e-006
Heightened Def Con from 3.78635e-006 to 3.78647e-006
Heightened Def Con from 3.78647e-006 to 3.78649e-006
Heightened Def Con from 3.78649e-006 to 3.78849e-006
Heightened Def Con from 3.78858e-006 to 3.79058e-006
Heightened Def Con from 3.79293e-006 to 3.79293e-006
Heightened Def Con from 3.79293e-006 to 3.79293e-006
Heightened Def Con from 3.79294e-006 to 3.79395e-006
Heightened Def Con from 3.79406e-006 to 3.79431e-006
Heightened Def Con from 3.79431e-006 to 3.79456e-006
Heightened Def Con from 3.7985e-006 to 3.79852e-006
Heightened Def Con from 3.79855e-006 to 3.79858e-006
Heightened Def Con from 3.79861e-006 to 3.79973e-006
Heightened Def Con from 3.79979e-006 to 3.79979e-006
Heightened Def Con from 3.79979e-006 to 3.80179e-006
Heightened Def Con from 3.80213e-006 to 3.80326e-006
Heightened Def Con from 3.80351e-006 to 3.80351e-006
Heightened Def Con from 3.80356e-006 to 3.80556e-006
Heightened Def Con from 3.80631e-006 to 3.80633e-006
Heightened Def Con from 3.80633e-006 to 3.80745e-006
Heightened Def Con from 3.80771e-006 to 3.80771e-006
Heightened Def Con from 3.80787e-006 to 3.80801e-006
Heightened Def Con from 3.80807e-006 to 3.80907e-006
Heightened Def Con from 3.8091e-006 to 3.8111e-006
Heightened Def Con from 3.8111e-006 to 3.81112e-006
Heightened Def Con from 3.81112e-006 to 3.81224e-006
Heightened Def Con from 3.83812e-006 to 3.84012e-006
Heightened Def Con from 3.84049e-006 to 3.84074e-006
Heightened Def Con from 3.841e-006 to 3.84114e-006
Heightened Def Con from 3.84117e-006 to 3.84229e-006
Heightened Def Con from 3.84241e-006 to 3.84241e-006
Heightened Def Con from 3.84241e-006 to 3.84242e-006
Heightened Def Con from 3.84242e-006 to 3.84243e-006
Heightened Def Con from 3.84243e-006 +to 3.84355e-006
Heightened Def Con from 3.84375e-006 to 3.84387e-006
Heightened Def Con from 3.84396e-006 to 3.84396e-006
Heightened Def Con from 3.84396e-006 to 3.84397e-006
Heightened Def Con from 3.84397e-006 to 3.84597e-006
Heightened Def Con from 3.84598e-006 to 3.84598e-006
Heightened Def Con from 3.84598e-006 to 3.84711e-006
Heightened Def Con from 3.84736e-006 to 3.84837e-006
Heightened Def Con from 3.84847e-006 to 3.84847e-006
Heightened Def Con from 3.84847e-006 to 3.84847e-006
Heightened Def Con from 3.84847e-006 to 3.84847e-006
Heightened Def Con from 3.84847e-006 to 3.84959e-006
Heightened Def Con from 3.85047e-006 to 3.8516e-006
Heightened Def Con from 3.85335e-006 to 3.85447e-006
Heightened Def Con from 3.85448e-006 to 3.85461e-006
Heightened Def Con from 3.85461e-006 to 3.85573e-006
Heightened Def Con from 3.85599e-006 to 3.856e-006
Heightened Def Con from 3.856e-006 to 3.858e-006
Heightened Def Con from 3.85801e-006 to 3.85813e-006
Heightened Def Con from 3.85814e-006 to 3.85916e-006
Heightened Def Con from 3.86126e-006 to 3.86129e-006
Heightened Def Con from 3.86129e-006 to 3.86129e-006
Heightened Def Con from 3.86131e-006 to 3.86231e-006
Heightened Def Con from 3.86231e-006 to 3.86332e-006
Heightened Def Con from 3.86338e-006 to 3.86363e-006
Heightened Def Con from 3.86389e-006 to 3.86589e-006
Heightened Def Con from 3.86941e-006 to 3.87141e-006
Heightened Def Con from 3.8752e-006 to 3.87621e-006
Heightened Def Con from 3.87624e-006 to 3.87736e-006
Heightened Def Con from 3.87739e-006 to 3.87939e-006
Heightened Def Con from 3.89026e-006 to 3.89226e-006

Date: Mon Sep 01 07:39:42 2014
Total elapsed time: 1.544 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 173989
traniter = 173970
tranpoints = 25178
accept = 11710
rejected = 14384
matrix size = 32
fillins = 58
solver = Normal
Matrix Compiler1: 5.17 KB object code size  1.1/0.7/[0.5]
Matrix Compiler2: 3.62 KB object code size  0.5/0.6/[0.5]


